region,date,positivity_rate,test_count
national,2022-06-16,0.2427497021360854,292919
national,2022-06-17,0.24359206152733545,287612
national,2022-06-18,0.24520685115679794,285616
national,2022-06-19,0.24710856064663259,281953
national,2022-06-20,0.25190321261578397,281235
national,2022-06-21,0.25531899779070677,281538
national,2022-06-22,0.25574446016362845,283447
national,2022-06-23,0.2578401485686254,285390
national,2022-06-24,0.2607621440536013,286560
national,2022-06-25,0.2627298320006178,284882
national,2022-06-26,0.26399660305584605,284962
national,2022-06-27,0.26660324171952077,283800
national,2022-06-28,0.26882665382438653,284477
national,2022-06-29,0.2735253810951443,283853
national,2022-06-30,0.2768316080351646,279372
national,2022-07-01,0.2791189965888852,265016
national,2022-07-02,0.2814306216718558,255022
national,2022-07-03,0.2821348935212651,244415
national,2022-07-04,0.2704611930013926,207527
national,2022-07-05,0.28091763294682126,200080
national,2022-07-06,0.29038872231305485,187769
national,2022-07-07,0.3044560840745186,178318
national,2022-07-08,0.3184958344217377,179927
national,2022-07-09,0.3295355583783094,180281
national,2022-07-10,0.33605871160641476,183950
national,2022-07-11,0.3456008955209722,210827
national,2022-07-12,0.34263413971583384,206147
national,2022-07-13,0.34365771615199575,204532
national,2022-07-14,0.3473596134232441,201978
national,2022-07-15,0.3495359877259663,200749
national,2022-07-16,0.3503620193408957,200818
national,2022-07-17,0.3500479619882605,201201
national,2022-07-18,0.3507079244681222,200657
national,2022-07-19,0.3510581222056632,201300
national,2022-07-20,0.34966396614328504,201319
national,2022-07-21,0.34811993910814254,201669
national,2022-07-22,0.34926138151880143,200171
national,2022-07-23,0.3482309499494413,198779
national,2022-07-24,0.3469623167088952,198523
national,2022-07-25,0.34543524629748873,198784
national,2022-07-26,0.3443221590564244,197716
national,2022-07-27,0.3445117597862228,196092
national,2022-07-28,0.34540999115963833,193431
national,2022-07-29,0.34311275176207306,191252
national,2022-07-30,0.3430676137858458,190050
national,2022-07-31,0.34361909634509,187638
national,2022-08-01,0.342266714955216,184999
national,2022-08-02,0.34196292485377383,181739
national,2022-08-03,0.33975879408202786,179183
national,2022-08-04,0.33946053262134596,175284
national,2022-08-05,0.3406452594378262,170908
national,2022-08-06,0.3455717285828083,165708
national,2022-08-07,0.3450190267845653,163191
national,2022-08-08,0.3433190382715895,159962
national,2022-08-09,0.34401633069660625,156760
national,2022-08-10,0.34715779178726724,151326
national,2022-08-11,0.3490670343020161,146522
national,2022-08-12,0.3503944191791589,142488
national,2022-08-13,0.3476601928542283,139691
national,2022-08-14,0.34549986193666526,137618
national,2022-08-15,0.34198148203104134,134788
national,2022-08-16,0.3389747713489099,133063
national,2022-08-17,0.3359391700003054,130988
national,2022-08-18,0.33303273654505455,128633
national,2022-08-19,0.33208863713677683,126403
national,2022-08-20,0.33362074471482406,125256
national,2022-08-21,0.3325840886203424,124125
national,2022-08-22,0.3327981352285323,122696
national,2022-08-23,0.33089894212610926,119674
national,2022-08-24,0.33001235777900884,117335
national,2022-08-25,0.32999251542081404,116239
national,2022-08-26,0.33049308562648416,114544
national,2022-08-27,0.32769929142776866,113891
national,2022-08-28,0.32653887451373853,113622
national,2022-08-29,0.3219743451661031,113273
national,2022-08-30,0.31581318914334183,113184
national,2022-08-31,0.3109271610010227,114403
national,2022-09-01,0.30648438943284684,113673
national,2022-09-02,0.3033831019904393,108569
national,2022-09-03,0.3000896843872839,104812
national,2022-09-04,0.2930516609952999,100211
national,2022-09-05,0.2812660067421887,83949
national,2022-09-06,0.2899470136611037,83229
national,2022-09-07,0.29300242630736667,77484
national,2022-09-08,0.3012485341794854,72485
national,2022-09-09,0.30362449659769475,72010
national,2022-09-10,0.3053487365024376,71587
national,2022-09-11,0.30739223717573627,71778
national,2022-09-12,0.3089147947139137,82178
national,2022-09-13,0.2935694194200682,77147
national,2022-09-14,0.2879978792497846,75445
national,2022-09-15,0.2846415259811445,72976
national,2022-09-16,0.2833866129645538,71009
national,2022-09-17,0.28006745169772496,69976
national,2022-09-18,0.27549218297625944,69080
national,2022-09-19,0.2712895377128954,68226
national,2022-09-20,0.2706789252454439,67327
national,2022-09-21,0.2692272365439961,65324
national,2022-09-22,0.2661891786687427,64225
national,2022-09-23,0.2655794345124889,63096
national,2022-09-24,0.2676125324495094,61249
national,2022-09-25,0.26732920495405516,60072
national,2022-09-26,0.26699370508224557,58301
national,2022-09-27,0.2612094094056924,53861
national,2022-09-28,0.2631956703070745,51551
national,2022-09-29,0.26794435096647107,48734
national,2022-09-30,0.26797330045491263,47042
national,2022-10-01,0.26615508009798183,46131
national,2022-10-02,0.26433887674197754,45279
national,2022-10-03,0.2610995066885916,45002
national,2022-10-04,0.2647008253094911,46528
national,2022-10-05,0.2613317931934373,46749
national,2022-10-06,0.25788062411587104,47363
national,2022-10-07,0.25902236529989836,47216
national,2022-10-08,0.2587417022536045,47302
national,2022-10-09,0.2589118597924111,47016
national,2022-10-10,0.2579776926058309,46442
national,2022-10-11,0.25726508653285224,46283
national,2022-10-12,0.2568506621214108,45762
national,2022-10-13,0.2607397908421588,45229
national,2022-10-14,0.2596379409551631,45186
national,2022-10-15,0.26020510310769024,44953
national,2022-10-16,0.26037643716429176,45054
national,2022-10-17,0.2626413246683878,44932
national,2022-10-18,0.26343631918204047,44990
national,2022-10-19,0.26374270323874777,44369
national,2022-10-20,0.26224174023846364,43948
national,2022-10-21,0.264996658447215,43393
national,2022-10-22,0.26688579232442944,43202
national,2022-10-23,0.268915918971418,43244
national,2022-10-24,0.2717170785687938,43376
national,2022-10-25,0.2740710042823594,43434
national,2022-10-26,0.2774698850364128,43666
national,2022-10-27,0.2795489445577686,43631
national,2022-10-28,0.27974424434784606,43479
national,2022-10-29,0.27858933952931975,43469
national,2022-10-30,0.2780374913214534,43210
national,2022-10-31,0.27541794207676007,42470
national,2022-11-01,0.27484674193472036,42249
national,2022-11-02,0.2769430532368763,43128
national,2022-11-03,0.2798172509585141,43557
national,2022-11-04,0.283896565877685,43854
national,2022-11-05,0.28703348310040416,44291
national,2022-11-06,0.28826655947116886,44778
national,2022-11-07,0.290605852816917,45209
national,2022-11-08,0.29173430585514465,44969
national,2022-11-09,0.2899979224856305,43321
national,2022-11-10,0.29144657365516263,42217
national,2022-11-11,0.28991606743464565,41581
national,2022-11-12,0.28889967244935094,41215
national,2022-11-13,0.2884388807069219,40740
national,2022-11-14,0.2894260118619252,40297
national,2022-11-15,0.291954941678947,40037
national,2022-11-16,0.29493307839388144,39748
national,2022-11-17,0.2951385415624687,39988
national,2022-11-18,0.29979035639413,40068
national,2022-11-19,0.30067710012649124,40319
national,2022-11-20,0.3041093869119347,40663
national,2022-11-21,0.3084888650650553,41042
national,2022-11-22,0.3121690620272315,42304
national,2022-11-23,0.3155747315105754,42646
national,2022-11-24,0.3197448771882209,36845
national,2022-11-25,0.33159184552823634,37133
national,2022-11-26,0.3381662888174197,37934
national,2022-11-27,0.3434169991414575,39602
national,2022-11-28,0.35333178546552124,43070
national,2022-11-29,0.36065573770491804,45689
national,2022-11-30,0.3648056363412936,48826
national,2022-12-01,0.36304898125365104,56491
national,2022-12-02,0.360799475301184,57938
national,2022-12-03,0.3626061347157398,58063
national,2022-12-04,0.36301645306243774,57193
national,2022-12-05,0.36219942522463533,54978
national,2022-12-06,0.36299485934328585,52717
national,2022-12-07,0.3647260273972603,50808
national,2022-12-08,0.3674783376123235,49856
national,2022-12-09,0.3686578051548063,49352
national,2022-12-10,0.36746680806803583,49033
national,2022-12-11,0.36858692315563285,48865
national,2022-12-12,0.36908523865584403,48417
national,2022-12-13,0.3710429753094098,48237
national,2022-12-14,0.37525049065179217,48405
national,2022-12-15,0.3757428694811738,48629
national,2022-12-16,0.3761194643003862,48684
national,2022-12-17,0.37656573026875834,49338
national,2022-12-18,0.37664665834105465,49646
national,2022-12-19,0.37768197513122964,50103
national,2022-12-20,0.3771290493684066,50903
national,2022-12-21,0.3745533903706136,51779
national,2022-12-22,0.37365122563581654,52177
national,2022-12-23,0.3718938433767331,52074
national,2022-12-24,0.3711805277087176,49876
national,2022-12-25,0.3691199639882962,44430
national,2022-12-26,0.37602357599208136,44452
national,2022-12-27,0.38235430157261796,43240
national,2022-12-28,0.38789404961760865,42888
national,2022-12-29,0.39431294823912194,43643
national,2022-12-30,0.39695252543280385,44824
national,2022-12-31,0.3980563268544228,45378
national,2023-01-01,0.39795536166743783,45387
national,2023-01-02,0.3953189517148395,47468
national,2023-01-03,0.3941820288415782,48333
national,2023-01-04,0.39178229937983533,48213
national,2023-01-05,0.38574144486692014,47340
national,2023-01-06,0.38142652609657685,46098
national,2023-01-07,0.37941631519827057,47183
national,2023-01-08,0.3771347157242149,51939
national,2023-01-09,0.3649865173200581,48210
national,2023-01-10,0.3562352021200339,46037
national,2023-01-11,0.3510476978218914,43524
national,2023-01-12,0.34519193485847227,41264
national,2023-01-13,0.3447433391626376,38884
national,2023-01-14,0.34185964243925004,36749
national,2023-01-15,0.34168182851944506,35176
national,2023-01-16,0.3435098832776116,34098
national,2023-01-17,0.3421028647811161,32917
national,2023-01-18,0.3378839590443686,32230
national,2023-01-19,0.33725676317038444,31605
national,2023-01-20,0.3329017180394138,31664
national,2023-01-21,0.33310394444618224,31969
national,2023-01-22,0.33252389402571525,32121
national,2023-01-23,0.32992262750671086,31665
national,2023-01-24,0.32970759485571693,31258
national,2023-01-25,0.330737262344972,30559
national,2023-01-26,0.33055555555555555,30240
national,2023-01-27,0.3320814191341672,29821
national,2023-01-28,0.3344055801984221,29533
national,2023-01-29,0.333162812904986,29322
national,2023-01-30,0.3360748821363433,29059
national,2023-01-31,0.3328909687783754,28634
national,2023-02-01,0.33406006048245307,28438
national,2023-02-02,0.3349811929070392,27915
national,2023-02-03,0.33278598795840175,27405
national,2023-02-04,0.3293446244477172,27160
national,2023-02-05,0.32804193464441056,26899
national,2023-02-06,0.32758362081895903,26668
national,2023-02-07,0.3301047415249465,26637
national,2023-02-08,0.3273212339833916,26613
national,2023-02-09,0.32896133434420016,26380
national,2023-02-10,0.32985394203563506,26154
