region,date,positivity_rate,test_count
VA,2021-12-22,0.12358427714856762,6004
VA,2021-12-23,0.1319878263655294,6243
VA,2021-12-24,0.13513965546077938,5979
VA,2021-12-25,0.14019756838905775,5264
VA,2021-12-26,0.1443648699585375,5306
VA,2021-12-27,0.162534435261708,5445
VA,2021-12-28,0.18997124370956148,5564
VA,2021-12-29,0.21708683473389356,5712
VA,2021-12-30,0.23429571303587052,5715
VA,2021-12-31,0.24587863907400911,5702
VA,2022-01-01,0.24636156408907592,5703
VA,2022-01-02,0.26289021396001405,5702
VA,2022-01-03,0.2793567688855647,5348
VA,2022-01-04,0.2954095765730115,5054
VA,2022-01-05,0.3198482932996207,4746
VA,2022-01-06,0.34468937875751504,4491
VA,2022-01-07,0.3645721638430195,4663
VA,2022-01-08,0.35895953757225435,5190
VA,2022-01-09,0.36852589641434264,5020
VA,2022-01-10,0.37036317731598367,5149
VA,2022-01-11,0.36850393700787404,5080
VA,2022-01-12,0.358974358974359,4992
VA,2022-01-13,0.35493764056430177,4891
VA,2022-01-14,0.34009197324414714,4784
VA,2022-01-15,0.339744929960276,4783
VA,2022-01-16,0.3338404694631602,4601
VA,2022-01-17,0.3263466306062655,4437
VA,2022-01-18,0.32283283513451366,4349
VA,2022-01-19,0.3252927400468384,4270
VA,2022-01-20,0.3347231873986565,4317
VA,2022-01-21,0.3505668934240363,4410
VA,2022-01-22,0.35896289673670095,4474
VA,2022-01-23,0.3589689414747517,4733
VA,2022-01-24,0.3705107741420591,5012
VA,2022-01-25,0.3768844221105528,5174
VA,2022-01-26,0.37584522915101426,5324
VA,2022-01-27,0.36423343966973165,5329
VA,2022-01-28,0.3521047708138447,5345
VA,2022-01-29,0.34487325009458947,5286
VA,2022-01-30,0.33929580116738844,5311
VA,2022-01-31,0.32860157299060044,5213
VA,2022-02-01,0.31430230307722085,5167
VA,2022-02-02,0.29640315445277937,5199
VA,2022-02-03,0.2914678373735446,5239
VA,2022-02-04,0.2908496732026144,5202
VA,2022-02-05,0.28596054395709636,5221
VA,2022-02-06,0.2833623862095681,5163
VA,2022-02-07,0.27348892878515857,5013
VA,2022-02-08,0.26192434210526316,4864
VA,2022-02-09,0.2585136003426858,4669
VA,2022-02-10,0.2482030548068284,4452
VA,2022-02-11,0.2322641067665652,4271
VA,2022-02-12,0.22126642771804061,4185
VA,2022-02-13,0.20926243567753003,4081
VA,2022-02-14,0.20141164608016132,3967
VA,2022-02-15,0.1931407942238267,3878
VA,2022-02-16,0.1841620626151013,3801
VA,2022-02-17,0.17000541418516513,3694
VA,2022-02-18,0.1625750136388434,3666
VA,2022-02-19,0.15733778891673628,3591
VA,2022-02-20,0.15354550530429928,3582
VA,2022-02-21,0.138328530259366,3470
VA,2022-02-22,0.13598574821852732,3368
VA,2022-02-23,0.12910284463894967,3199
VA,2022-02-24,0.12906371911573472,3076
VA,2022-02-25,0.12191048764195057,2994
VA,2022-02-26,0.1160958904109589,2920
VA,2022-02-27,0.11087420042643924,2814
VA,2022-02-28,0.10615329255127744,2779
VA,2022-03-01,0.09280997798972854,2726
VA,2022-03-02,0.08406754772393539,2724
VA,2022-03-03,0.07753050969131371,2786
VA,2022-03-04,0.072346676459787,2723
VA,2022-03-05,0.07059679767103348,2748
VA,2022-03-06,0.07140241669718052,2731
VA,2022-03-07,0.06773952095808383,2672
VA,2022-03-08,0.06801399144966964,2573
VA,2022-03-09,0.0681639085894405,2538
VA,2022-03-10,0.06158967956720766,2403
VA,2022-03-11,0.05787515502273667,2419
VA,2022-03-12,0.05482918599746942,2371
VA,2022-03-13,0.04741744284504657,2362
VA,2022-03-14,0.048232848232848236,2405
VA,2022-03-15,0.044939271255060725,2470
VA,2022-03-16,0.040873015873015874,2520
VA,2022-03-17,0.03940708604483008,2766
VA,2022-03-18,0.03669112741827885,2998
VA,2022-03-19,0.03519535033903778,3097
VA,2022-03-20,0.03613707165109034,3210
VA,2022-03-21,0.0351093316907915,3247
VA,2022-03-22,0.035387431360585725,3278
VA,2022-03-23,0.034325637910085055,3292
VA,2022-03-24,0.03699019917799557,3163
VA,2022-03-25,0.039377895433487756,3022
VA,2022-03-26,0.03946920721333787,2939
VA,2022-03-27,0.041857193105874074,2843
VA,2022-03-28,0.04108610217934977,2799
VA,2022-03-29,0.042637047653170904,2791
VA,2022-03-30,0.043065445913869106,2949
VA,2022-03-31,0.037947122861586316,3215
VA,2022-04-01,0.036301758366420876,3526
VA,2022-04-02,0.03735787763941527,3694
VA,2022-04-03,0.039892904953145916,3735
VA,2022-04-04,0.04106343774677547,3799
VA,2022-04-05,0.04572772406584792,3827
VA,2022-04-06,0.0525323275862069,3712
VA,2022-04-07,0.057111172719711674,3607
VA,2022-04-08,0.06804303576621111,3439
VA,2022-04-09,0.07136615205359743,3433
VA,2022-04-10,0.07728337236533958,3416
VA,2022-04-11,0.08633521881512354,3359
VA,2022-04-12,0.09444275736410568,3293
VA,2022-04-13,0.09553543552919139,3203
VA,2022-04-14,0.1067378252168112,2998
VA,2022-04-15,0.11413237924865832,2795
VA,2022-04-16,0.12429378531073447,2655
VA,2022-04-17,0.12721893491124261,2704
VA,2022-04-18,0.1374214998152937,2707
VA,2022-04-19,0.14403145103645462,2798
VA,2022-04-20,0.15235749472202675,2842
VA,2022-04-21,0.15809458060062134,2897
VA,2022-04-22,0.15663058186738837,2956
VA,2022-04-23,0.1624015748031496,3048
VA,2022-04-24,0.1630901287553648,3029
VA,2022-04-25,0.16241524055537618,3097
VA,2022-04-26,0.15917843388960207,3116
VA,2022-04-27,0.16610481152313822,3263
VA,2022-04-28,0.16314723748915244,3457
